name,salary_from,salary_to,salary_currency,area_name,published_at
Фрезеровщик 4-6 разряда,Раменское,,80000.0,RUR,2022-12-01T12:13:53+0300
"Токарь, город Калуга",Калуга,94000.0,110000.0,RUR,2022-12-01T09:50:32+0300
Монтажник слаботочных систем,Калининград,,50000.0,RUR,2022-12-01T21:38:49+0300
IOS Разработчик,Саратов,100000.0,,RUR,2022-12-01T15:37:44+0300
Системный аналитик (VR направление),Казань,70000.0,140000.0,RUR,2022-12-01T21:07:47+0300
Токарь - револьверщик,Пермь,155000.0,160000.0,RUR,2022-12-01T14:46:59+0300
Фрезеровщик,Чебоксары,105000.0,,RUR,2022-12-01T17:04:13+0300
Фрезеровщик (Пермь),Ростов-на-Дону,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Пермь,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Механик,Бийск,50000.0,,RUR,2022-12-01T10:41:17+0300
Наладчик станков с ЧПУ,Уфа,113000.0,,RUR,2022-12-01T15:43:44+0300
Шлифовщик (Ярославская область),Вологда,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Пенза,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Ярославль,100000.0,106000.0,RUR,2022-12-01T15:49:22+0300
Токарь (Пермь),Уфа,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
"Токарь (Тамбовская область, г. Мичуринск)",Екатеринбург,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Оператор станка с ЧПУ плазменной и газовой резки,Санкт-Петербург,60000.0,,RUR,2022-12-01T14:37:54+0300
Шлифовщик (Ярославская область),Ярославль,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Компьютерный Мастер,Нижний Тагил,60000.0,120000.0,RUR,2022-12-01T14:12:30+0300
Инженер-программист 1 категории,Киров (Кировская область),27025.0,,RUR,2022-12-01T12:19:36+0300
Оператор станков с ЧПУ,Ульяновск,35000.0,70000.0,RUR,2022-12-01T11:12:46+0300
Техник по информационным технологиям,Владикавказ,30000.0,30000.0,RUR,2022-12-01T15:36:30+0300
Бизнес - аналитик производственных процессов (проекты по консалтингу производственных предприятий),Екатеринбург,150000.0,,RUR,2022-12-01T07:41:22+0300
Фрезеровщик (Пермь),Казань,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь (в г. Арзамас),Саратов,100000.0,,RUR,2022-12-01T13:52:42+0300
Токарь (Пермь),Нижний Новгород,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
"Токарь (Тамбовская область, г. Мичуринск)",Челябинск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Токарь-расточник,Пермь,132000.0,,RUR,2022-12-01T14:58:50+0300
Фрезеровщик,Набережные Челны,,100100.0,RUR,2022-12-01T15:42:01+0300
Дизайнер,Алушта,38000.0,,RUR,2022-12-01T15:44:01+0300
Оператор по металлообработке,Воронеж,40000.0,60000.0,RUR,2022-12-01T17:08:45+0300
PHP backend developer (e-commerce),Москва,220000.0,260000.0,RUR,2022-12-01T15:40:14+0300
Оператор автоматических и полуавтоматических линий станков и установок,Ярославль,35000.0,40000.0,RUR,2022-12-01T16:37:04+0300
Слесарь-ремонтник,Ставрополь,25000.0,25000.0,RUR,2022-12-01T18:01:24+0300
Специалист технической поддержки (Якутия),Иркутск,100000.0,,RUR,2022-12-01T18:11:33+0300
Токарь (Пермь),Пермь,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Пермь,106000.0,126000.0,RUR,2022-12-01T07:41:21+0300
Токарь-расточник (г.Пермь),Уфа,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
"Токарь (Тамбовская область, г. Мичуринск)",Самара,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Нижний Новгород,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Ульяновск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Токарь-универсал (г. Магнитогорск),Уфа,110000.0,,RUR,2022-12-01T15:31:51+0300
Шлифовщик (Ярославская область),Уфа,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Специалист технической службы,Брянск,50000.0,,RUR,2022-12-01T16:36:57+0300
Системный аналитик,Санкт-Петербург,150000.0,,RUR,2022-12-01T10:37:05+0300
Токарь (Пермь),Челябинск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Самара,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
"Токарь (Тамбовская область, г. Мичуринск)",Владимир,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Токарь-расточник,Омск,132000.0,,RUR,2022-12-01T14:58:50+0300
Шлифовщик (Ярославская область),Гаврилов-Ям,100000.0,106000.0,RUR,2022-12-01T15:49:22+0300
Руководитель проектов,Москва,150000.0,180000.0,RUR,2022-12-01T20:50:10+0300
Сервисный инженер,Костанай,180000.0,230000.0,KZT,2022-12-01T07:57:56+0300
Аналитик-Менеджер по работе с корпоративными клиентами,Воронеж,32500.0,43000.0,RUR,2022-12-01T16:34:34+0300
Специалист по общению с клиентами в Яндекс Бизнес,Батайск,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Фрезеровщик,Самара,100000.0,125000.0,RUR,2022-12-01T16:14:49+0300
Строгальщик (г. Челябинск),Верхняя Салда,105000.0,,RUR,2022-12-01T10:44:08+0300
"Токарь (Тамбовская область, г. Мичуринск)",Рассказово,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Шлифовщик (г. Липецк),Великий Новгород,100000.0,,RUR,2022-12-01T15:27:46+0300
Шлифовщик (Ярославская область),Тамбов,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
"Full-stack developer / Middle (Php, Python, Laravel)",Казань,150000.0,200000.0,RUR,2022-12-01T09:42:50+0300
Токарь,Альметьевск,121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
Программист 1С,Москва,60000.0,,RUR,2022-12-01T09:09:39+0300
Дизайнер-консультант / менеджер по продажам встроенной мебели,Москва,100000.0,,RUR,2022-12-01T17:01:44+0300
Фрезеровщик (Пермь),Самара,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Сетевой инженер,Белгород,90000.0,90000.0,RUR,2022-12-01T15:43:32+0300
Шлифовщик (Ярославская область),Челябинск,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Гаврилов-Ям,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Фрезеровщик (Нижний Новгород),Первомайск (Нижегородская область),96000.0,,RUR,2022-12-01T16:21:27+0300
Токарь-карусельщик,Магнитогорск,130000.0,,RUR,2022-12-01T09:30:51+0300
Токарь,Майкоп,50000.0,,RUR,2022-12-01T07:52:07+0300
Специалист по общению с клиентами в Яндекс Бизнес,Уссурийск,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Программист 1 С,Кемерово,,120000.0,RUR,2022-12-01T11:23:14+0300
Наладчик-оператор станков с ЧПУ,Минск,1600.0,3500.0,BYR,2022-12-01T09:29:52+0300
Веб-разработчик (middle),Майкоп,46000.0,58000.0,RUR,2022-12-01T11:24:45+0300
Мастер по ремонту бытовой техники,Ижевск,50000.0,,RUR,2022-12-01T16:20:11+0300
Специалист технической поддержки,Владивосток,35000.0,55000.0,RUR,2022-12-01T05:07:00+0300
Фрезеровщик (Пермь),Краснодар,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Челябинск,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Электромеханик,Караганда,180000.0,300000.0,KZT,2022-12-01T09:54:55+0300
Токарь (г. Шумерля),Чебоксары,100000.0,110000.0,RUR,2022-12-01T12:10:56+0300
"Токарь (Тамбовская область, г. Мичуринск)",Пермь,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Ростов-на-Дону,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Строгальщик (г. Челябинск),Стерлитамак,105000.0,,RUR,2022-12-01T10:41:53+0300
Ведущий сетевой инженер в ЦОД,Екатеринбург,100000.0,170000.0,RUR,2022-12-01T11:46:54+0300
Фрезеровщик (Пермь),Москва,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Backend Developer C# (Remote),Санкт-Петербург,1000.0,2500.0,USD,2022-12-01T10:49:28+0300
Токарь (Пермь),Владимир,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Уфа,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь,Набережные Челны,57000.0,97000.0,RUR,2022-12-01T09:26:32+0300
Ведущий сетевой инженер в ЦОД,Новосибирск,100000.0,170000.0,RUR,2022-12-01T11:46:54+0300
Фрезеровщик,Орел,110000.0,,RUR,2022-12-01T13:05:28+0300
Шлифовщик (Ярославская область),Тверь,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Программист 1С,Курск,150000.0,,RUR,2022-12-01T13:10:22+0300
Фрезеровщик (Пермь),Челябинск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Владимир,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Ульяновск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Ульяновск,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-универсал (г. Магнитогорск),Челябинск,110000.0,,RUR,2022-12-01T15:31:51+0300
Программист 1С,Владимир,150000.0,,RUR,2022-12-01T13:10:22+0300
Оператор/Помощник оператора станка лазерной резки с ЧПУ,Ногинск,60000.0,,RUR,2022-12-01T23:57:41+0300
Фрезеровщик (Пермь),Верещагино,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь (г. Великие Луки),Ржев,120000.0,,RUR,2022-12-01T12:24:29+0300
"Токарь (Тамбовская область, г. Мичуринск)",Мичуринск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Специалист технической поддержки (Якутия),Якутск,100000.0,,RUR,2022-12-01T18:11:33+0300
Фрезеровщик,Казань,103000.0,,RUR,2022-12-01T10:55:30+0300
Токарь-расточник (г.Пермь),Самара,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Ведущий аналитик 1С,Москва,101000.0,180000.0,RUR,2022-12-01T14:03:31+0300
"Токарь (Тамбовская область, г. Мичуринск)",Казань,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Фрезеровщик,Пермь,110000.0,,RUR,2022-12-01T14:54:28+0300
Шлифовщик (г. Липецк),Ростов-на-Дону,100000.0,,RUR,2022-12-01T15:27:46+0300
Шлифовщик (Ярославская область),Самара,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Ижевск,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Владимир,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Тюмень,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Ульяновск,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Токарь,Курган,100000.0,110000.0,RUR,2022-12-01T15:52:57+0300
Токарь,Набережные Челны,124000.0,,RUR,2022-12-01T16:44:12+0300
Техник,Заокский,45000.0,45000.0,RUR,2022-12-01T11:29:27+0300
Токарь-расточник,Киров (Кировская область),130000.0,,RUR,2022-12-01T11:39:09+0300
Фрезеровщик,Тверь,110000.0,,RUR,2022-12-01T13:05:28+0300
Механик ДСУ,Волчанск (Свердловская область),47000.0,,RUR,2022-12-01T07:27:03+0300
Токарь-расточник,Зеленодольск (Республика Татарстан),130000.0,,RUR,2022-12-01T11:39:09+0300
Менеджер интернет-проектов,Киров (Кировская область),40000.0,,RUR,2022-12-01T14:07:08+0300
Инженер АСУ ТП,Пермь,72000.0,78000.0,RUR,2022-12-01T07:51:25+0300
"Full stack разработчик Asp.Net, MVC (удаленно)",Красноярск,180000.0,250000.0,RUR,2022-12-01T11:43:35+0300
Сервис-менеджер,Самара,50000.0,65000.0,RUR,2022-12-01T14:45:00+0300
Координатор проекта,Москва,50000.0,80000.0,RUR,2022-12-01T16:18:23+0300
Токарь (Пермь),Казань,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Ижевск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Тула,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Верещагино,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Фрезеровщик (Пермь),Иркутск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Волгоград,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-универсал,Челябинск,85000.0,,RUR,2022-12-01T08:05:59+0300
Токарь-расточник (г.Пермь),Тюмень,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь,Старый Оскол,70000.0,,RUR,2022-12-01T08:41:31+0300
Ведущий сетевой инженер в ЦОД,Челябинск,100000.0,170000.0,RUR,2022-12-01T11:46:54+0300
"Токарь (Тамбовская область, г. Мичуринск)",Омск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Волгоград,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Ижевск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Шлифовщик (г. Липецк),Пенза,100000.0,,RUR,2022-12-01T15:27:46+0300
Токарь-универсал (г. Магнитогорск),Волгоград,110000.0,,RUR,2022-12-01T15:31:51+0300
Наладчик токарных станков с ЧПУ Mazak,Каменск-Уральский,100000.0,,RUR,2022-12-01T15:37:23+0300
Шлифовщик (Ярославская область),Омск,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Нижний Новгород,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Инженер отдела технической поддержки и программного обеспечения,Оренбург,43000.0,,RUR,2022-12-01T08:01:23+0300
Консультант по ЭДО,Санкт-Петербург,120000.0,,RUR,2022-12-01T14:25:08+0300
Токарь - универсал,Омск,110000.0,140000.0,RUR,2022-12-01T13:44:13+0300
Оператор станков с ПУ,Ульяновск,115000.0,,RUR,2022-12-01T08:53:22+0300
Go разработчик со знаниями Python,Алматы,,1000000.0,KZT,2022-12-01T06:20:19+0300
Токарь (Пермь),Екатеринбург,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Волгоград,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Ижевск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Очер,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Владимир,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
"Токарь (Тамбовская область, г. Мичуринск)",Саратов,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),Казань,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Токарь (г. Арзамас),Владимир,110000.0,,RUR,2022-12-01T16:13:47+0300
Инженер-электрик,Санкт-Петербург,60000.0,,RUR,2022-12-01T11:12:48+0300
Программист,Курск,16512.0,20500.0,RUR,2022-12-01T08:34:17+0300
Специалист группы информационных систем 1С,Новосибирск,75000.0,,RUR,2022-12-01T12:11:26+0300
Инженер по надежности,Егорьевск,100000.0,,RUR,2022-12-01T12:14:51+0300
Оператор станков с ЧПУ,Ростов-на-Дону,114000.0,,RUR,2022-12-01T08:33:44+0300
Токарь-расточник (г.Пермь),Санкт-Петербург,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Камышин,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Оператор станков с ПУ,Пермь,52000.0,,RUR,2022-12-01T11:04:10+0300
Бизнес-аналитик/специалист по внедрению Битрикс24,Рязань,60000.0,80000.0,RUR,2022-12-01T17:36:03+0300
Токарь (Пермь),Краснодар,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Кострома,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Очер,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Пенза,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Омск,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-расточник (г.Пермь),Волгоград,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Строгальщик (г. Челябинск),Краснодар,105000.0,,RUR,2022-12-01T10:47:52+0300
Программист 1С,Белгород,150000.0,,RUR,2022-12-01T13:10:22+0300
"Токарь (Тамбовская область, г. Мичуринск)",Тула,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Иваново (Ивановская область),100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Кострома,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Рабочий по комплексному обслуживанию зданий,Ярославль,24600.0,27000.0,RUR,2022-12-01T11:52:59+0300
Шлифовщик,Томск,120000.0,,RUR,2022-12-01T11:36:53+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Мичуринск,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Токарь (Пермь),Калуга,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь-расточник (г.Пермь),Москва,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-расточник,Нефтекамск,130000.0,,RUR,2022-12-01T11:39:09+0300
Сервисный инженер,Санкт-Петербург,50000.0,90000.0,RUR,2022-12-01T15:23:56+0300
Специалист по общению с клиентами в Яндекс Бизнес,Орехово-Зуево,26000.0,33800.0,RUR,2022-12-01T21:02:20+0300
Наладчик станков с ЧПУ (карусельная группа),Коломна,155000.0,,RUR,2022-12-01T16:08:10+0300
Фрезеровщик,Владивосток,50000.0,,RUR,2022-12-01T01:58:56+0300
Токарь (Пермь),Пенза,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Омск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Нижний Новгород,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Тула,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Оренбург,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Ростов-на-Дону,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-расточник (г.Пермь),Екатеринбург,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь-расточник (г.Пермь),Ижевск,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
"Токарь (Тамбовская область, г. Мичуринск)",Кирсанов,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Токарь (г. Арзамас),Екатеринбург,110000.0,,RUR,2022-12-01T16:13:47+0300
Фрезеровщик,Ульяновск,100000.0,125000.0,RUR,2022-12-01T16:50:06+0300
Программист 1С (удалённо),Новосибирск,,150000.0,RUR,2022-12-01T08:04:26+0300
Слесарь-сборщик механических машин,Ставрополь,34000.0,,RUR,2022-12-01T16:23:34+0300
Фрезеровщик (отдел нестандартного оборудования),Санкт-Петербург,55000.0,70000.0,RUR,2022-12-01T13:05:42+0300
Токарь-карусельщик,Калуга,125000.0,,RUR,2022-12-01T15:36:08+0300
Фрезеровщик,Каменск-Уральский,110000.0,125000.0,RUR,2022-12-01T16:50:06+0300
Инженер-программист,Челябинск,50000.0,,RUR,2022-12-01T16:29:48+0300
Токарь (Пермь),Брянск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
"Токарь (Тамбовская область, г. Мичуринск)",Воронеж,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Киров (Кировская область),100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Белгород,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Пенза,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),Оренбург,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Воронеж,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Брянск,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Фрезеровщик,Барнаул,100000.0,125000.0,RUR,2022-12-01T16:50:06+0300
Токарь-универсал,Москва,80000.0,,RUR,2022-12-01T17:09:21+0300
Журналист-редактор,Самара,,15000.0,RUR,2022-12-01T10:32:09+0300
Токарь (г. Шумерля),Лениногорск,100000.0,110000.0,RUR,2022-12-01T12:16:43+0300
Системный администратор,Актау,,150000.0,KZT,2022-12-01T09:25:28+0300
Шлифовщик,Нижний Тагил,120000.0,,RUR,2022-12-01T11:36:53+0300
Программист 1C,Москва,100000.0,120000.0,RUR,2022-12-01T12:45:32+0300
Токарь (Пермь),Ростов-на-Дону,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Саратов,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Иваново (Ивановская область),106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Механик по специализированной технике,Новосибирск,148000.0,165000.0,RUR,2022-12-01T08:39:11+0300
"Токарь (Тамбовская область, г. Мичуринск)",Тверь,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Брянск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Орел,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Котовск (Тамбовская область),100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Токарь-универсал,Омск,110000.0,,RUR,2022-12-01T14:51:02+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Севастополь,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Токарь-универсал (г. Магнитогорск),Миасс,110000.0,,RUR,2022-12-01T15:31:51+0300
Шлифовщик (Ярославская область),Волгоград,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Токарь (г. Арзамас),Иваново (Ивановская область),110000.0,,RUR,2022-12-01T16:13:47+0300
Middle PHP developer / разработчик PHP,Санкт-Петербург,120000.0,170000.0,RUR,2022-12-01T16:57:11+0300
Шлифовщик,Нижний Тагил,100000.0,,RUR,2022-12-01T08:33:07+0300
Фрезеровщик,Альметьевск,114000.0,,RUR,2022-12-01T12:33:58+0300
"Токарь (Тамбовская область, г. Мичуринск)",Моршанск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Наладчик станков с ЧПУ,Альметьевск,113000.0,,RUR,2022-12-01T15:43:44+0300
Руководитель проектов проектной группы (технологическое оборудование для производства РЭА),Москва,,115000.0,RUR,2022-12-01T14:38:52+0300
Оператор листогибочного станка АМАДА,Санкт-Петербург,35000.0,50000.0,RUR,2022-12-01T16:40:56+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Губкин,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Токарь,Подольск (Московская область),40000.0,106000.0,RUR,2022-12-01T11:12:26+0300
Токарь (в г. Арзамас),Пенза,100000.0,,RUR,2022-12-01T13:52:42+0300
Фрезеровщик (Пермь),Пермь,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Брянск,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Тверь,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Строгальщик (г. Челябинск),Копейск,105000.0,,RUR,2022-12-01T10:40:00+0300
"Токарь (Тамбовская область, г. Мичуринск)",Тамбов,100000.0,123000.0,RUR,2022-12-01T14:37:36+0300
Шлифовщик (г. Липецк),Курск,100000.0,,RUR,2022-12-01T15:27:46+0300
Шлифовщик (Ярославская область),Белгород,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),Иваново (Ивановская область),100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Электромеханик связи,Уссурийск,69000.0,89000.0,RUR,2022-12-01T01:56:10+0300
Строгальщик (г. Челябинск),Магнитогорск,105000.0,,RUR,2022-12-01T10:40:00+0300
Токарь-расточник,Пермь,140000.0,,RUR,2022-12-01T11:31:48+0300
Оператор станков с программным управлением,Челябинск,,51000.0,RUR,2022-12-01T07:47:16+0300
Программист 1С,Новосибирск,30000.0,100000.0,RUR,2022-12-01T15:17:15+0300
Программист 1С,Москва,,190000.0,RUR,2022-12-01T16:51:39+0300
Токарь (Пермь),Ульяновск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Киров (Кировская область),106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-расточник (г.Пермь),Саратов,112000.0,140000.0,RUR,2022-12-01T08:26:45+0300
Токарь (г. Великие Луки),Бежецк,120000.0,,RUR,2022-12-01T12:24:29+0300
Фрезеровщик,Тула,110000.0,,RUR,2022-12-01T13:05:28+0300
"Токарь (Тамбовская область, г. Мичуринск)",Тамбов,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",Смоленск,100000.0,123000.0,RUR,2022-12-01T14:37:06+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Кирсанов,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Котовск (Тамбовская область),110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Шлифовщик (Ярославская область),Ростов-на-Дону,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Строгальщик (г. Челябинск),Волжский (Волгоградская область),105000.0,,RUR,2022-12-01T10:46:33+0300
Дизайнер-верстальщик,Котельники,65000.0,,RUR,2022-12-01T15:19:44+0300
Фрезеровщик (Нижний Новгород),Ковров,96000.0,,RUR,2022-12-01T16:21:27+0300
Инженер-механик,Санкт-Петербург,50000.0,,RUR,2022-12-01T13:05:41+0300
Инженер-программист,Уссурийск,53000.0,,RUR,2022-12-01T08:21:18+0300
Системный администратор (Академгородок),Бердск,40000.0,,RUR,2022-12-01T08:09:58+0300
Шлифовщик в дивизион станкостроения,Воткинск,40000.0,76000.0,RUR,2022-12-01T15:41:50+0300
Токарь (в г. Арзамас),Волгоград,100000.0,,RUR,2022-12-01T13:52:42+0300
Токарь (Пермь),Омск,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Оренбург,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Токарь (Пермь),Белгород,106000.0,126000.0,RUR,2022-12-01T07:39:10+0300
Фрезеровщик (Пермь),Белгород,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Фрезеровщик (Пермь),Орел,106000.0,126000.0,RUR,2022-12-01T07:55:10+0300
Токарь-карусельщик,Тюмень,130000.0,,RUR,2022-12-01T09:31:27+0300
Токарь,Миасс,121000.0,127000.0,RUR,2022-12-01T11:43:56+0300
